BOWIE,MD,Simple asslt,0.017151481888035128,38.9429659,-76.731234
COOKEVILLE,TN,Destruct/vandalism,0.03173696404201974,36.162839,-85.5016423
EUREKA,CA,Destruct/vandalism,0.037232854270608386,40.8020712,-124.1636729
EUREKA,CA,Simple asslt,0.037232854270608386,40.8020712,-124.1636729
FAIRFIELD,CA,Simple asslt,0.008882414595583662,38.2493581,-122.0399663
JANESVILLE,WI,Simple asslt,0.05853944094833894,42.6829765,-89.0226793
JANESVILLE,WI,Intimidation,0.015595271513677053,42.6829765,-89.0226793
SARTELL,MN,Destruct/vandalism,0.06982752601075344,45.6216319,-94.2069365
DEFUNIAK SPRINGS,FL,Destruct/vandalism,0.017291464932909114,30.7210227,-86.1152184
FLEMINGSBURG,KY,All other larceny,0.36913990402362495,38.4222995,-83.7338076
MARSHALL,MI,Theft from motor vehicle,0.14236902050113895,35.9089643,-92.6312746
MARSHALL,MI,Credit card/ATM fraud,0.14236902050113895,35.9089643,-92.6312746
MERCER ISLAND,WA,Intimidation,0.040425273881230545,47.5766324,-122.2276378
NEWFANE,VT,Destruct/vandalism,0.4591368227731864,42.9856359,-72.6559259
NIOTA,TN,Drug equip violations,1.392757660167131,35.5134072,-84.5452097
STIGLER,OK,Agg asslt,0.36297640653357527,35.253708,-95.1230169
BENTON,KY,Shoplifting,0.23207240659085634,36.8572781,-88.350315
BLAINE,MN,Agg asslt,0.016083117551506182,45.1607987,-93.2349489
BROKEN BOW,OK,Burg/B & E,0.24189646831156264,34.0292764,-94.7391045
CONNEAUT,OH,Drug/Narc violations,0.07807010695604653,41.947555,-80.554241
CONNEAUT,OH,Theft of mv parts,0.07807010695604653,41.947555,-80.554241
CONNEAUT,OH,Destruct/vandalism,0.07807010695604653,41.947555,-80.554241
CONNEAUT,OH,Drug equip violations,0.07807010695604653,41.947555,-80.554241
CONNEAUT,OH,Intimidation,0.07807010695604653,41.947555,-80.554241
DALHART,TX,Agg asslt,0.1773049645390071,36.0594772,-102.5132497
FLINT,MI,Simple asslt,0.03262217002675018,43.0171773,-83.7236024
FLINT,MI,Agg asslt,0.03262217002675018,43.0171773,-83.7236024
FLINT,MI,Intimidation,0.030543366489854513,43.0171773,-83.7236024
FLINT,MI,Agg asslt,0.025020016012810245,43.0171773,-83.7236024
FLINT,MI,Agg asslt,0.010181122163284836,43.0171773,-83.7236024
FLINT,MI,Simple asslt,0.010181122163284836,43.0171773,-83.7236024
FLINT,MI,Fondling (Indecent Liberties/Child Molesting),0.010181122163284836,43.0171773,-83.7236024
HAMTRAMCK,MI,All other larceny,0.04539264639128461,42.3928151,-83.0496438
HAMTRAMCK,MI,Agg asslt,0.04539264639128461,42.3928151,-83.0496438
HAMTRAMCK,MI,Intimidation,0.04539264639128461,42.3928151,-83.0496438
MUSCODA,WI,Agg asslt,0.8244023083264633,43.1853232,-90.44308
SAFFORD,AZ,Burg/B & E,0.047897308171280774,32.8339546,-109.70758
WILLIAMSTOWN,NJ,Destruct/vandalism,0.05315755900489049,39.6862263,-74.995168
BERKLEY,MI,Intimidation,0.06515082415792559,42.5030909,-83.1835389
BERKLEY,MI,False pretenses/swindle/conf game,0.06515082415792559,42.5030909,-83.1835389
GAFFNEY,SC,False pretenses/swindle/conf game,0.02396185273045312,35.0717945,-81.6498195
GARWOOD,NJ,Destruct/vandalism,0.22026431718061676,40.6517692,-74.3229264
LOS GATOS,CA,Destruct/vandalism,0.03221234377013272,37.226611,-121.9746797
MONROE,NY,Simple asslt,0.23242300987797793,43.150094,-77.6810141
SPRING VALLEY,NY,Arson,0.03049245311785333,41.1130231,-74.0437839
WICHITA,KS,Intimidation,0.026798156286847463,37.6922361,-97.3375448
WICHITA,KS,Intimidation,0.012826301099983582,37.6922361,-97.3375448
WICHITA,KS,Destruct/vandalism,0.010261040879986865,37.6922361,-97.3375448
WICHITA,KS,Agg asslt,0.0076957806599901495,37.6922361,-97.3375448
WICHITA,KS,Simple asslt,0.005130520439993433,37.6922361,-97.3375448
WICHITA,KS,Theft from motor vehicle,0.0025652602199967164,37.6922361,-97.3375448
WINDSOR,CT,Intimidation,0.034408010184771014,41.8647224,-72.65472779
ASHEVILLE,NC,Intimidation,0.044942305315551156,35.6009498,-82.5540161
ASHEVILLE,NC,Simple asslt,0.022471152657775578,35.6009498,-82.5540161
ASHEVILLE,NC,Destruct/vandalism,0.011235576328887789,35.6009498,-82.5540161
CHILHOWIE,VA,Destruct/vandalism,0.5743825387708213,36.7984482,-81.6823411
DENVER,CO,Agg asslt,0.008792265151270923,39.7391536,-104.9847034
DENVER,CO,Simple asslt,0.008792265151270923,39.7391536,-104.9847034
DENVER,CO,Intimidation,0.004396132575635462,39.7391536,-104.9847034
DENVER,CO,Robbery,0.004396132575635462,39.7391536,-104.9847034
DENVER,CO,Burg/B & E,0.0014653775252118203,39.7391536,-104.9847034
DENVER,CO,Destruct/vandalism,0.0014653775252118203,39.7391536,-104.9847034
ELK CITY,OK,Simple asslt,0.07721411474017449,35.4119944,-99.4042592
HACKETTSTOWN,NJ,Intimidation,0.10519671786240269,40.8539878,-74.8290556
HUNTINGTON BEACH,CA,Destruct/vandalism,0.009840921503889623,33.6783336,-118.0000166
HUNTINGTON BEACH,CA,Intimidation,0.004920460751944812,33.6783336,-118.0000166
HUNTINGTON BEACH,CA,Robbery,0.004920460751944812,33.6783336,-118.0000166
INDIO,CA,Agg asslt,0.011468547508458054,33.743765,-116.2233152
IONIA,MI,Destruct/vandalism,0.024260656493364712,42.9469688,-85.0713945
