BOWIE,MD,Simple asslt,0.017151482,38.9429659,-76.731234
COOKEVILLE,TN,Destruct/vandalism,0.031736964,36.162839,-85.5016423
EUREKA,CA,Destruct/vandalism,0.037232854,40.8020712,-124.1636729
EUREKA,CA,Simple asslt,0.037232854,40.8020712,-124.1636729
FAIRFIELD,CA,Simple asslt,0.008882415,38.2493581,-122.0399663
JANESVILLE,WI,Simple asslt,0.058539441,42.6829765,-89.0226793
JANESVILLE,WI,Intimidation,0.015595272,42.6829765,-89.0226793
SARTELL,MN,Destruct/vandalism,0.069827526,45.6216319,-94.2069365
DEFUNIAK SPRINGS,FL,Destruct/vandalism,0.017291465,30.7210227,-86.1152184
FLEMINGSBURG,KY,All other larceny,0.369139904,38.4222995,-83.7338076
MARSHALL,MI,Theft from motor vehicle,0.142369021,35.9089643,-92.6312746
MARSHALL,MI,Credit card/ATM fraud,0.142369021,35.9089643,-92.6312746
MERCER ISLAND,WA,Intimidation,0.040425274,47.5766324,-122.2276378
NEWFANE,VT,Destruct/vandalism,0.459136823,42.9856359,-72.6559259
NIOTA,TN,Drug equip violations,1.39275766,35.5134072,-84.5452097
STIGLER,OK,Agg asslt,0.362976407,35.253708,-95.1230169
BENTON,KY,Shoplifting,0.232072407,36.8572781,-88.350315
BLAINE,MN,Agg asslt,0.016083118,45.1607987,-93.2349489
BROKEN BOW,OK,Burg/B & E,0.241896468,34.0292764,-94.7391045
CONNEAUT,OH,Drug/Narc violations,0.078070107,41.947555,-80.554241
CONNEAUT,OH,Theft of mv parts,0.078070107,41.947555,-80.554241
CONNEAUT,OH,Destruct/vandalism,0.078070107,41.947555,-80.554241
CONNEAUT,OH,Drug equip violations,0.078070107,41.947555,-80.554241
CONNEAUT,OH,Intimidation,0.078070107,41.947555,-80.554241
DALHART,TX,Agg asslt,0.177304965,36.0594772,-102.5132497
FLINT,MI,Simple asslt,0.03262217,43.0171773,-83.7236024
FLINT,MI,Agg asslt,0.03262217,43.0171773,-83.7236024
FLINT,MI,Intimidation,0.030543366,43.0171773,-83.7236024
FLINT,MI,Agg asslt,0.025020016,43.0171773,-83.7236024
FLINT,MI,Agg asslt,0.010181122,43.0171773,-83.7236024
FLINT,MI,Simple asslt,0.010181122,43.0171773,-83.7236024
FLINT,MI,Fondling (Indecent Liberties/Child Molesting),0.010181122,43.0171773,-83.7236024
HAMTRAMCK,MI,All other larceny,0.045392646,42.3928151,-83.0496438
HAMTRAMCK,MI,Agg asslt,0.045392646,42.3928151,-83.0496438
HAMTRAMCK,MI,Intimidation,0.045392646,42.3928151,-83.0496438
MUSCODA,WI,Agg asslt,0.824402308,43.1853232,-90.44308
SAFFORD,AZ,Burg/B & E,0.047897308,32.8339546,-109.70758
WILLIAMSTOWN,NJ,Destruct/vandalism,0.053157559,39.6862263,-74.995168
BERKLEY,MI,Intimidation,0.065150824,42.5030909,-83.1835389
BERKLEY,MI,False pretenses/swindle/conf game,0.065150824,42.5030909,-83.1835389
GAFFNEY,SC,False pretenses/swindle/conf game,0.023961853,35.0717945,-81.6498195
GARWOOD,NJ,Destruct/vandalism,0.220264317,40.6517692,-74.3229264
LOS GATOS,CA,Destruct/vandalism,0.032212344,37.226611,-121.9746797
MONROE,NY,Simple asslt,0.23242301,43.150094,-77.6810141
SPRING VALLEY,NY,Arson,0.030492453,41.1130231,-74.0437839
WICHITA,KS,Intimidation,0.026798156,37.6922361,-97.3375448
WICHITA,KS,Intimidation,0.012826301,37.6922361,-97.3375448
WICHITA,KS,Destruct/vandalism,0.010261041,37.6922361,-97.3375448
WICHITA,KS,Agg asslt,0.007695781,37.6922361,-97.3375448
WICHITA,KS,Simple asslt,0.00513052,37.6922361,-97.3375448
WICHITA,KS,Theft from motor vehicle,0.00256526,37.6922361,-97.3375448
WINDSOR,CT,Intimidation,0.03440801,41.8647224,-72.65472779
ASHEVILLE,NC,Intimidation,0.044942305,35.6009498,-82.5540161
ASHEVILLE,NC,Simple asslt,0.022471153,35.6009498,-82.5540161
ASHEVILLE,NC,Destruct/vandalism,0.011235576,35.6009498,-82.5540161
CHILHOWIE,VA,Destruct/vandalism,0.574382539,36.7984482,-81.6823411
DENVER,CO,Agg asslt,0.008792265,39.7391536,-104.9847034
DENVER,CO,Simple asslt,0.008792265,39.7391536,-104.9847034
DENVER,CO,Intimidation,0.004396133,39.7391536,-104.9847034
DENVER,CO,Robbery,0.004396133,39.7391536,-104.9847034
DENVER,CO,Burg/B & E,0.001465378,39.7391536,-104.9847034
DENVER,CO,Destruct/vandalism,0.001465378,39.7391536,-104.9847034
ELK CITY,OK,Simple asslt,0.077214115,35.4119944,-99.4042592
HACKETTSTOWN,NJ,Intimidation,0.105196718,40.8539878,-74.8290556
HUNTINGTON BEACH,CA,Destruct/vandalism,0.009840922,33.6783336,-118.0000166
