"EAST FREEDOM, PA",40.3575744,-78.4297365
"TOWANDA, PA",41.7673567,-76.44291
"ATHENS, PA",34.8283825,-86.91713375
"CANTON, PA",41.656464,-76.8532927
"SAYRE, PA",41.9789631,-76.515499
"TROY, PA",31.8087678,-85.969951
"LE RAYSVILLE, PA",41.8386862,-76.1802078
"ULSTER, PA",41.8460199,-76.5022846
"DOYLESTOWN, PA",40.310004,-75.130484
"BENSALEM, PA",40.10276155,-74.93213951
"BRISTOL, PA",40.1006661,-74.8518311
"FAIRLESS HILLS, PA",40.178142,-74.85644459
"YARDLEY, PA",40.245664,-74.8459972
"FEASTERVILLE TREVOSE, PA",40.1514065,-74.98867852
"LANGHORNE, PA",40.1745538,-74.9226665
"MORRISVILLE, PA",40.2114978,-74.7879399
"NEW HOPE, PA",40.3642728,-74.9512785
"NEWTOWN, PA",40.2294046,-74.9365329
"RICHBORO, PA",40.229682,-74.99948892
"PENNDEL, PA",40.1520541,-74.9165553
"PERKASIE, PA",40.372048,-75.292676
"QUAKERTOWN, PA",40.4417682,-75.3415667
"SELLERSVILLE, PA",40.3542858,-75.3050079
"SOLEBURY, PA",40.3648096,-75.01394043
"SOUTHAMPTON, PA",40.1742759,-75.0437814
"WARMINSTER, PA",40.20454075,-75.10336182
"CHALFONT, PA",40.29066735,-75.21070232
"HILLTOWN, PA",40.34217545,-75.23457505
"UPPER BLACK EDDY, PA",40.5653795,-75.099617
"SILVERDALE, PA",40.3476045,-75.2710087
"JAMISON, PA",40.2548297,-75.0893372
"WASHINGTON CROSSING, PA",40.2934408,-74.8704424
"LANGHORNE MANOR, PA",40.1670539,-74.9176664
"FERNDALE, PA",40.2889638,-78.9147471
"PLUMSTEADVILLE, PA",40.3873269,-75.1465614
"WYCOMBE, PA",40.2823296,-75.0187801
"WARRINGTON, PA",40.2483149,-75.15900251
"BUCKINGHAM, PA",40.3165463,-75.04691929
"RIEGELSVILLE, PA",40.5943218,-75.1951673
"PIPERSVILLE, PA",40.4260533,-75.1390969
"BEDMINSTER, PA",40.41934585,-75.19208854
"DUBLIN, PA",40.3715883,-75.2016245
"BUTLER, PA",40.8913626,-79.9248433
"SLIPPERY ROCK, PA",41.0639506,-80.0564468
"ZELIENOPLE, PA",40.7957622,-80.1370795
"LYNDORA, PA",40.8501351,-79.9160635
"VALENCIA, PA",40.674863,-79.988494
"EVANS CITY, PA",40.7692321,-80.062838
"MARS, PA",40.6958996,-80.0117254
"CRANBERRY TOWNSHIP, PA",40.71067515,-80.10482285
"SARVER, PA",40.7314538,-79.7458838
"SAXONBURG, PA",40.7539956,-79.8103943
"CALLERY, PA",40.7406213,-80.0364489
"HARMONY, PA",40.8027772,-80.1280528
"PORTERSVILLE, PA",40.9255114,-80.1442551
"HARRISVILLE, PA",41.1367335,-80.0092442
"PROSPECT, PA",40.9045084,-80.0464473
"EBENSBURG, PA",40.4851941,-78.7249573
"NORTHERN CAMBRIA, PA",40.6575819,-78.7790754
"CRESSON, PA",40.4597938,-78.5916837
"CONEMAUGH, PA",40.3267408,-78.9080805
"GALLITZIN, PA",40.482293,-78.5516827
"NANTY GLO, PA",40.4722936,-78.8333571
"PATTON, PA",40.6339561,-78.6503006
"PORTAGE, PA",40.3886847,-78.6722411
"SOUTH FORK, PA",40.3672962,-78.7914107
"NORTH CAMBRIA, PA",40.678793,-78.406181
"BELSANO, PA",40.5195145,-78.8711367
"REVLOC, PA",40.4922938,-78.7641883
"CARROLLTOWN, PA",40.6028465,-78.7086346
"HASTINGS, PA",40.6650671,-78.7122478
"LILLY, PA",40.4259059,-78.6200178
"LORETTO, PA",40.5029161,-78.6314019
"BEAVERDALE, PA",40.3220196,-78.6969636
"ELMORA, PA",40.6017357,-78.7464134
"WILMORE, PA",40.3886848,-78.7186311
"SIDMAN, PA",40.3306306,-78.7447424
"SUMMERHILL, PA",40.3781296,-78.7605764
"ASHVILLE, PA",40.5600684,-78.5486289
"VINTONDALE, PA",40.4814594,-78.9186377
"COUPON, PA",40.5367356,-78.5150162
"DYSART, PA",40.5967337,-78.5169624
"EMPORIUM, PA",41.5114521,-78.2352872
"AUSTIN, PA",41.6311758,-78.0913942
"JIM THORPE, PA",40.8759235,-75.7324127
"LANSFORD, PA",40.8319017,-75.8823758
"LEHIGHTON, PA",40.8337029,-75.7138008
"PALMERTON, PA",40.8014826,-75.6101868
"SUMMIT HILL, PA",41.2453375,-79.8572759
"WEATHERLY, PA",40.9417535,-75.82964
"LAKE HARMONY, PA",41.0606423,-75.5910219
"NESQUEHONING, PA",40.864534,-75.8110277
"BEAVER MEADOWS, PA",40.9281419,-75.9146444
"WHITE HAVEN, PA",41.06064,-75.774082
"BELLEFONTE, PA",40.9134862,-77.7737471
"PHILIPSBURG, PA",40.8964465,-78.2205688
"MILESBURG, PA",40.9417272,-77.7850022
"BOALSBURG, PA",40.7756184,-77.7924992
"SNOW SHOE, PA",41.0308914,-77.9494489
"HOWARD, PA",41.0142294,-77.6580534
"PHILLIPSBURG, PA",40.6933994,-80.2820062
"DOWNINGTOWN, PA",40.0064958,-75.7032742
"DEVON, PA",40.0472474,-75.4228975
"MALVERN, PA",40.036202,-75.5138959
"KENNETT SQUARE, PA",39.8467243,-75.7115932
"POTTSTOWN, PA",40.2452976,-75.6496424
"OXFORD, PA",39.7852062,-75.9790215
"PARKESBURG, PA",39.9587161,-75.9193928
"PHOENIXVILLE, PA",40.1303822,-75.5149128
"SPRING CITY, PA",40.176767,-75.5476803
"BERWYN, PA",40.0479514,-75.4423569
"WEST GROVE, PA",39.8220536,-75.8274413
"THORNDALE, PA",39.999381,-75.75077687
"AVONDALE, PA",39.823443,-75.783273
"WESTTOWN, PA",39.930943,-75.5518722
"CHESTER SPRINGS, PA",40.0951038,-75.6168681
"EXTON, PA",40.02985865,-75.62897764
"HONEY BROOK, PA",40.0942664,-75.9113306
"KIMBERTON, PA",40.1306588,-75.5721388
"LANDENBERG, PA",39.7773329,-75.7713264
"GLENMORE, PA",39.914956,-75.244945
"COCHRANVILLE, PA",39.8917732,-75.9216133
"LINCOLN UNIVERSITY, PA",39.8087194,-75.926889
"WAGONTOWN, PA",40.0106604,-75.8427244
"NOTTINGHAM, PA",39.748442,-76.0185579
"CHESTER, PA",39.9829308,-75.7652424
"CHADDS FORD, PA",39.8717773,-75.5913178
"CLARION, PA",41.1818771,-79.429169
"NEW BETHLEHEM, PA",41.001732,-79.3314297
"EAST BRADY, PA",40.9851626,-79.6118472
"KNOX, PA",41.2345058,-79.5372696
"RIMERSBURG, PA",41.0416635,-79.5030243
"COOKSBURG, PA",41.3333967,-79.2094854
"CLEARFIELD, PA",40.9908706,-78.4457422
"DU BOIS, PA",41.0442276,-78.7030845
"CURWENSVILLE, PA",40.9756137,-78.5250243
"HOUTZDALE, PA",40.825059,-78.3511289
"OSCEOLA MILLS, PA",40.8500581,-78.2705707
"HYDE, PA",41.0025571,-78.4625222
"COALPORT, PA",40.7478401,-78.5344673
"ALLPORT, PA",40.6611787,-78.7578045
"IRVONA, PA",40.7745065,-78.553357
"PENFIELD, PA",41.2083932,-78.5755791
"WOODLAND, PA",40.9983902,-78.3414064
"LOCK HAVEN, PA",41.1370133,-77.4469263
"RENOVO, PA",41.3264557,-77.7508202
"AVIS, PA",41.1847939,-77.3138622
"MILL HALL, PA",41.10729,-77.48443
"MILL HALLE, PA",39.8660226,-75.6982008
"BLOOMSBURG, PA",41.0041213,-76.453816
"BENTON, PA",41.1950837,-76.3835528
"BERWICK, PA",41.0602024,-76.2461259
