"ST PETERS, MO",38.8010514,-90.627881
"CLAYTON, MO",38.6425518,-90.3237263
"SAINT LOUIS, MO",38.6272733,-90.1978889
"BRANSON, MO",36.6440399,-93.217133
"GULFPORT, MS",30.3674198,-89.0928155
"KALISPELL, MT",48.2022563,-114.3167117
"BOZEMAN, MT",45.679984,-111.044675
"POLSON, MT",47.6905295,-114.1637614
"MISSOULA, MT",46.8700801,-113.9952796
"HAMILTON, MT",46.248886,-114.154332
"BILLINGS, MT",45.7874957,-108.49607
"GRAND ISLAND, NB",40.6460563,-73.7953062
"LINCOLN, NB",44.50320975,-96.42133187
"BURLINGTON, NC",36.0956918,-79.4377991
"WADESBORO, NC",34.9682097,-80.0767266
"SHALLOTTE, NC",33.9732275,-78.3858371
"ASHEVILLE, NC",35.6009498,-82.5540161
"MORGANTON, NC",35.7454376,-81.6870994
"NEWTON, NC",35.6636317,-81.2216854
"HICKORY, NC",35.7331895,-81.3412006
"HAYESVILLE, NC",35.0461878,-83.8177224
"NEW BERN, NC",35.1084931,-77.0441143
"FAYETTEVILLE, NC",35.0529931,-78.8787058
"HOPE MILLS, NC",34.9704419,-78.9453056
"MAPLE, NC",36.414878,-76.0040925
"KILL DEVIL HILLS, NC",36.0307227,-75.6760101
"LEXINGTON, NC",35.8240265,-80.2533838
"DURHAM, NC",35.9966551,-78.9018115
"ROCKY MOUNT, NC",35.9423833,-77.7956949
"WINSTON SALEM, NC",36.0998131,-80.2440518
"KERNERSVILLE, NC",36.1198589,-80.0736533
"GASTONIA, NC",35.262082,-81.1873005
"CREEDMOOR, NC",36.122741,-78.6862272
"GREENSBORO, NC",36.0726355,-79.7919754
"HIGH POINT, NC",35.9556924,-80.0053176
"DUNN, NC",35.3062743,-78.6089028
"SYLVA, NC",35.3737111,-83.2259803
"SMITHFIELD, NC",35.5085717,-78.3392929
"KINSTON, NC",35.2626635,-77.5816353
"WILLIAMSTON, NC",35.8546039,-77.0555114
"CHARLOTTE, NC",35.2270869,-80.8431268
"WRIGHTSVILLE BEACH, NC",34.2079917,-77.7955907
"CHAPEL HILL, NC",35.9131542,-79.05578
"CARRBORO, NC",35.9101438,-79.0752895
"GREENVILLE, NC",35.612661,-77.3663538
"ARCHDALE, NC",35.914581,-79.9719831
"REIDSVILLE, NC",36.3548586,-79.6644748
"SALISBURY, NC",35.6709727,-80.4742261
"RUTHERFORDTON, NC",35.3692877,-81.9567716
"ALBEMARLE, NC",35.3501426,-80.2000578
"KING, NC",36.280694,-80.3592197
"BREVARD, NC",35.2334472,-82.7342919
"MONROE, NC",34.9854275,-80.5495112
"CARY, NC",35.7882973,-78.7811925
"RALEIGH, NC",35.7803977,-78.6390989
"BOONE, NC",36.216795,-81.6745517
"HETTINGER, ND",46.0013946,-102.6368239
"BISMARCK, ND",46.808327,-100.783739
"FARGO, ND",46.877229,-96.789821
"WEST FARGO, ND",46.874967,-96.900362
"GRAND FORKS, ND",47.9078244,-97.0592028
"MANDAN, ND",46.826415,-100.889704
"MINOT, ND",48.23251,-101.296273
"WINCHESTER, NH",42.7734163,-72.3831422
"GROVETON, NH",44.5986652,-71.511195
"BEDFORD, NH",42.9464737,-71.5159015
"HUDSON, NH",42.7654433,-71.4397167
"MANCHESTER, NH",42.9956397,-71.4547891
"MERRIMACK, NH",42.8650864,-71.4934004
"MILFORD, NH",42.8353641,-71.6489604
"CONCORD, NH",43.207178,-71.537476
"CANDIA, NH",43.077916,-71.277237
"DERRY, NH",42.8808677,-71.3264492
"LONDONDERRY, NH",42.8650869,-71.3739532
"PORTSMOUTH, NH",43.0717552,-70.7625532
"RAYMOND, NH",43.0361961,-71.1833951
"RYE, NH",43.0120186,-70.7719426
"ATLANTIC CITY, NJ",39.3642852,-74.4229351
"MINOTOLA, NJ",39.518727,-74.948227
"EGG HARBOR TOWNSHIP, NJ",39.3618588,-74.5820136
"ABSECON, NJ",39.4284503,-74.4957076
"MAYS LANDING, NJ",39.4523326,-74.727661
"HAMMONTON, NJ",39.6365056,-74.8023853
"MARGATE CITY, NJ",39.327894,-74.5034858
"ELWOOD, NJ",39.5765059,-74.7168276
"SOMERS POINT, NJ",39.3176158,-74.594601
"ALPINE, NJ",40.9559316,-73.9312478
"CLIFFSIDE PARK, NJ",40.8214894,-73.9876388
"FAIR LAWN, NJ",40.9403762,-74.1318096
"FORT LEE, NJ",40.8509333,-73.9701382
"FRANKLIN LAKES, NJ",41.0167639,-74.2057012
"HACKENSACK, NJ",40.8859326,-74.0434736
"LITTLE FERRY, NJ",40.8528777,-74.0420848
"LODI, NJ",40.8823215,-74.0831971
"MAYWOOD, NJ",40.902599,-74.0618074
"NORTH ARLINGTON, NJ",40.783853,-74.142388
"RAMSEY, NJ",41.0573188,-74.1409771
"RIDGEFIELD PARK, NJ",40.8570442,-74.0215285
"RIVER EDGE, NJ",40.9287098,-74.0398622
"SADDLE RIVER, NJ",41.0317637,-74.1020866
"TEANECK, NJ",40.8975992,-74.0159727
"BURLINGTON, NJ",39.9325409,-74.7226665
"TRENTON, NJ",40.2170575,-74.7429463
"DELRAN, NJ",40.0179845,-74.94348457
"MARLTON, NJ",39.8912248,-74.9218325
"LUMBERTON, NJ",39.9659459,-74.8051628
"MEDFORD, NJ",39.9009472,-74.8234961
"MOORESTOWN, NJ",39.9670569,-74.9426677
"MOUNT LAUREL, NJ",39.934002,-74.8909988
"WRIGHTSTOWN, NJ",40.0362241,-74.6179344
"PALMYRA, NJ",40.0070565,-75.0282271
"PEMBERTON, NJ",39.971561,-74.68521591
"RIVERSIDE, NJ",40.5098259,-74.7840518
"AUDUBON, NJ",39.8909466,-75.0729504
"CAMDEN, NJ",39.9448402,-75.1198911
"CLEMENTON, NJ",39.8115033,-74.9829443
"CHERRY HILL, NJ",39.9348351,-75.0307264
"BLACKWOOD, NJ",39.8023363,-75.0640602
"WESTMONT, NJ",39.9098353,-75.0479492
"MERCHANTVILLE, NJ",39.951634,-75.04876271
"OAKLYN, NJ",39.9009465,-75.0846179
"PENNSAUKEN, NJ",39.9562238,-75.0579502
"RUNNEMEDE, NJ",39.8523358,-75.0679498
"ATCO, NJ",39.769838,-74.8873855
"CAPE MAY, NJ",39.1765386,-74.8012119
"CAPE MAY COURT HOUSE, NJ",39.0826139,-74.8237858
"NORTH WILDWOOD, NJ",39.021904,-74.8002582
"SEA ISLE CITY, NJ",39.1548404,-74.6897791
"WILDWOOD, NJ",38.9917797,-74.8148894
"VINELAND, NJ",39.473152,-75.00202655
"BRIDGETON, NJ",39.427337,-75.2340768
"BELLEVILLE, NJ",40.7937116,-74.1501438
"MAPLEWOOD, NJ",40.7312123,-74.2734808
"MONTCLAIR, NJ",40.8259332,-74.2090344
"NUTLEY, NJ",40.8223223,-74.1598663
"WEST ORANGE, NJ",40.7987113,-74.2390353
"GLASSBORO, NJ",39.7027677,-75.1119434
"PAULSBORO, NJ",39.830391,-75.2404608
"TURNERSVILLE, NJ",39.77317,-75.0512813
"THOROFARE, NJ",39.8423355,-75.1962913
"WOODBURY, NJ",39.8381691,-75.1526774
"BAYONNE, NJ",40.6687141,-74.1143091
"HOBOKEN, NJ",40.7433066,-74.0323752
"JERSEY CITY, NJ",40.7281575,-74.0776417
"KEARNY, NJ",40.7684342,-74.1454214
"NORTH BERGEN, NJ",40.776075,-74.0447589
"SECAUCUS, NJ",40.7899291,-74.0566735
"UNION CITY, NJ",40.7795455,-74.0237512
"ANNANDALE, NJ",40.6409348,-74.881278
"LAMBERTVILLE, NJ",40.3659394,-74.9429448
"FLEMINGTON, NJ",40.5123258,-74.8593318
"PRINCETON, NJ",40.3492744,-74.6592958
"ROBBINSVILLE, NJ",40.223352,-74.58963087
"PRINCETON JUNCTION, NJ",40.3173301,-74.6198791
"CRANBURY, NJ",40.3162195,-74.5137645
"EAST BRUNSWICK, NJ",40.4278841,-74.415984
"EDISON, NJ",40.5382375,-74.39451735
"HIGHLAND PARK, NJ",40.4959379,-74.4243178
"OLD BRIDGE, NJ",40.399178,-74.34090357
"METUCHEN, NJ",40.5431598,-74.3632049
"MIDDLESEX, NJ",40.4279708,-74.3963102
"JAMESBURG, NJ",40.3526079,-74.4401513
"NEW BRUNSWICK, NJ",40.4862174,-74.4518173
"NORTH BRUNSWICK, NJ",40.5085141,-74.4586872
"PISCATAWAY, NJ",40.5462553,-74.4660408
"PLAINSBORO, NJ",40.3334409,-74.6004341
"MONMOUTH JUNCTION, NJ",40.3789957,-74.5465436
"SOUTH PLAINFIELD, NJ",40.5792701,-74.4115401
"SPOTSWOOD, NJ",40.391774,-74.3984834
"WOODBRIDGE, NJ",40.55418,-74.28600077
"ASBURY PARK, NJ",40.2203907,-74.0120817
"COLTS NECK, NJ",40.2876108,-74.1723652
"BRIELLE, NJ",40.1078931,-74.0565263
"DEAL, NJ",40.243168,-74.0006927
"EATONTOWN, NJ",40.2962222,-74.0509725
"FREEHOLD, NJ",40.2601096,-74.2737573
"HOLMDEL, NJ",40.3451095,-74.1840322
"HOWELL, NJ",40.1659101,-74.1911588
"KEANSBURG, NJ",40.4417743,-74.1298643
"LONG BRANCH, NJ",40.3042778,-73.9923596
"MANALAPAN, NJ",40.2852895,-74.333495
"MANASQUAN, NJ",40.126226,-74.049304
